loan_id,customer_id,loan_amount,interest_rate,repayment_term
2400,63593,59736.58,0.0557,4
2401,91293,30338.74,0.0784,1
2402,95961,36094.03,0.0641,3
2403,44420,43585.24,0.0749,1
2404,15361,89581.97,0.0841,4
2405,43065,59209.2,0.0935,3
2406,23898,81588.95,0.0996,4
2407,47596,37853.78,0.0837,4
2408,84766,68834.4,0.0549,4
2409,18219,50812.17,0.0826,3
2410,76798,38792.37,0.0633,1
2411,89890,7949.36,0.0944,4
2412,79246,35373.07,0.0884,3
2413,46467,6657.1,0.0706,3
2414,17140,39771.09,0.0903,2
2415,82231,25987.06,0.0606,5
2416,68674,28491.62,0.0913,2
2417,7064,7420.17,0.0873,3
2418,25384,19167.66,0.0809,1
2419,38904,96086.56,0.0721,2
2420,11682,44719.08,0.0654,3
2421,1768,24311.93,0.0666,4
2422,41082,71393.63,0.0583,3
2423,89738,3560.49,0.0928,3
2424,50125,66232.37,0.0673,2
2425,29424,14464.41,0.0509,4
2426,6842,44502.21,0.0869,4
2427,7331,33904.25,0.05,5
2428,21968,80056.65,0.0579,5
2429,77066,73906.64,0.0736,4
2430,97418,27087.94,0.0591,4
2431,80930,74848.47,0.0672,5
2432,26512,51753.58,0.0621,2
2433,58262,90529.52,0.0602,3
2434,30253,90423.51,0.0774,4
2435,82660,8556.84,0.0582,3
2436,58597,43579.44,0.0745,3
2437,56257,29095.02,0.0765,4
2438,83922,88839.81,0.0793,3
2439,12595,55969.82,0.0881,1
2440,9275,88822.41,0.0982,5
2441,82731,77857.23,0.06,1
2442,86958,15550.66,0.0822,1
2443,98281,31165.39,0.0983,2
2444,38783,69343.71,0.0542,5
2445,76559,31698.68,0.055,5
2446,37013,4089.75,0.0561,1
2447,19972,64813.24,0.0852,5
2448,59047,62291.5,0.076,4
2449,20681,29551.12,0.0576,3
2450,83282,54173.53,0.0963,3
2451,58786,13197.22,0.0502,2
2452,11520,83930.56,0.0985,4
2453,34685,72158.46,0.0991,4
2454,85968,90508.82,0.0984,5
2455,85859,20928.12,0.0904,2
2456,60896,35070.93,0.0761,3
2457,98639,94527.36,0.053,2
2458,62946,35871.86,0.0526,5
2459,22361,29865.73,0.0584,1
2460,89050,62738.87,0.0552,1
2461,31372,31280.16,0.0638,2
2462,71460,33571.81,0.0676,5
2463,63156,92918.82,0.0942,4
2464,30674,25591.98,0.0861,4
2465,41005,43948.43,0.0707,1
2466,86191,25794.64,0.0935,5
2467,34498,59038.17,0.0806,4
2468,27400,73269.49,0.0597,5
2469,35146,73471.16,0.0789,2
2470,40509,66301.84,0.0602,2
2471,96142,29612.48,0.0804,2
2472,87339,33104.35,0.0899,5
2473,5649,50309.8,0.068,2
2474,29390,74591.58,0.0893,3
2475,21270,86312.2,0.0784,2
2476,47810,10660.96,0.0878,3
2477,52514,56692.5,0.0582,3
2478,53249,24181.77,0.0906,1
2479,35753,48716.07,0.0576,4
2480,62579,43191.7,0.0876,5
2481,91737,75470.38,0.0863,2
2482,18016,39505.95,0.0641,3
2483,71048,86668.33,0.0954,5
2484,21479,23361.86,0.0944,3
2485,20868,36813.4,0.0945,2
2486,38819,24616.17,0.0861,2
2487,3979,54014.33,0.0548,3
2488,6538,10672.22,0.0622,4
2489,36860,33279.42,0.0555,2
2490,19375,87345.09,0.0947,2
2491,33335,54207.88,0.07,1
2492,25486,31575.4,0.0758,3
2493,45137,54822.46,0.0943,4
2494,24665,72996.03,0.063,2
2495,67831,6376.79,0.055,1
2496,34410,96201.48,0.0971,2
2497,31073,50283.09,0.0719,1
2498,88789,98444.79,0.0522,3
2499,11221,28338.49,0.0781,1
2500,38536,1493.72,0.0949,4
2501,76537,59131.02,0.0502,3
2502,76722,35829.37,0.0524,2
2503,61189,25024.27,0.0599,2
2504,78375,45340.13,0.09,5
2505,11028,71037.36,0.0807,4
2506,13899,65485.73,0.0831,3
2507,66593,7903.03,0.0699,2
2508,58442,16993.42,0.0896,1
2509,40379,78775.51,0.0503,3
2510,62908,11080.03,0.0779,1
2511,4750,16279.99,0.052,3
2512,23714,79148.24,0.0896,4
2513,79159,17401.57,0.0636,4
2514,39741,82306.35,0.0888,1
2515,49906,27732.26,0.0859,5
2516,99278,70746.71,0.065,2
2517,27308,14625.26,0.0981,3
2518,4402,45155.89,0.093,5
2519,54993,12749.6,0.0873,1
2520,53714,84057.38,0.0811,3
2521,31013,64786.53,0.0749,5
2522,58215,1309.82,0.0559,2
2523,13492,79278.25,0.0918,2
2524,5339,47372.26,0.0735,5
2525,34648,66323.54,0.0851,1
2526,31787,86260.17,0.0505,5
2527,48194,49038.11,0.0896,3
2528,43739,27326.83,0.0727,5
2529,97941,76548.37,0.0872,5
2530,20771,39185.06,0.0871,3
2531,80437,43160.43,0.0742,4
2532,21744,18620.12,0.0553,5
2533,1883,94949.46,0.0697,3
2534,8294,15876.2,0.0876,1
2535,10476,70771.83,0.0533,2
2536,86956,98991.93,0.0747,3
2537,11060,84093.05,0.0785,1
2538,13405,96781.23,0.0827,5
2539,14914,11661.7,0.0833,4
2540,24941,91774.48,0.0954,3
2541,33748,15977.01,0.0716,2
2542,13321,9554.64,0.073,3
2543,76775,9256.04,0.0896,5
2544,80958,42651.95,0.0929,4
2545,66762,32959.88,0.0606,3
2546,521,87432.49,0.0885,3
2547,69625,9614.54,0.0699,4
2548,53389,20296.01,0.0824,4
2549,85036,34292.14,0.0861,5
2550,29619,88703.27,0.0892,4
2551,18228,44804.42,0.0837,3
2552,79101,79654.15,0.0844,3
2553,13899,38554.03,0.0773,3
2554,45825,16832.51,0.063,3
2555,83393,57835.93,0.0795,3
2556,57786,6412.02,0.0527,1
2557,9070,44835.54,0.0597,4
2558,80541,21392.5,0.0518,3
2559,25301,85281.05,0.0731,3
2560,42134,14947.47,0.0841,3
2561,96886,51344.92,0.0868,4
2562,64800,64232.45,0.07,1
2563,62115,70083.26,0.0858,5
2564,13763,89197.45,0.0572,5
2565,96911,50984.38,0.0572,2
2566,95663,89189.57,0.0944,5
2567,95059,72619.45,0.083,4
2568,64517,28228.94,0.0766,3
2569,70803,42460.84,0.0769,5
2570,43738,66736.89,0.0515,2
2571,90592,56396.86,0.0978,1
2572,46692,59972.22,0.0804,1
2573,53331,38231.6,0.0717,3
2574,77563,50120.74,0.0589,5
2575,90273,74680.43,0.0627,1
2576,80317,92235.28,0.0933,4
2577,85706,23169.8,0.0699,4
2578,18186,46635.01,0.0835,3
2579,80960,37353.91,0.0654,5
2580,61203,85659.79,0.095,4
2581,9129,24181.4,0.0641,3
2582,71532,52632.41,0.0693,4
2583,10758,29099.64,0.0783,4
2584,5012,56762.84,0.0821,4
2585,1262,79797.48,0.0724,1
2586,60177,63737.77,0.0773,5
2587,70919,28127.18,0.0983,1
2588,8626,41453.09,0.0969,2
2589,23284,72600.13,0.0726,5
2590,94565,45650.86,0.0938,3
2591,11822,50216.3,0.0916,2
2592,45424,26751.33,0.0797,4
2593,52520,40721.74,0.0519,2
2594,26406,30973.96,0.0942,5
2595,15998,64678.67,0.0541,2
2596,29282,37569.62,0.0615,4
2597,11316,34792.72,0.0902,2
2598,70376,59507.53,0.0868,4
2599,61798,78494.35,0.0529,5
2600,36199,53141.74,0.0701,3
2601,3864,9826.63,0.0523,1
2602,27969,78151.0,0.0618,2
2603,53670,41869.2,0.0683,5
2604,48093,7594.75,0.0761,5
2605,66844,22065.74,0.0656,5
2606,95197,85575.72,0.0849,2
2607,61997,87783.77,0.0779,5
2608,70276,65859.54,0.0716,2
2609,75196,26475.98,0.0633,5
2610,28350,70624.45,0.0873,1
2611,58854,35159.88,0.0853,3
2612,27960,38246.78,0.0694,4
2613,24195,88735.02,0.0623,3
2614,51461,98650.26,0.0752,1
2615,65787,75150.02,0.0785,1
2616,62154,3561.93,0.0735,5
2617,74719,18066.43,0.0842,4
2618,3954,47400.99,0.0882,1
2619,19819,65018.35,0.0676,1
2620,28458,17279.32,0.08,4
2621,87114,71770.96,0.0669,4
2622,44658,35353.35,0.0815,1
2623,85023,92071.72,0.088,3
2624,63632,35157.98,0.0939,3
2625,12391,76802.1,0.0968,5
2626,56205,64031.91,0.0604,2
2627,86608,76641.55,0.0786,4
2628,60580,38017.76,0.0856,4
2629,33071,96940.17,0.0614,4
2630,14894,2517.21,0.0879,4
2631,96091,31588.75,0.0633,1
2632,91021,2701.6,0.0735,5
2633,20988,67261.08,0.0872,3
2634,81013,73663.03,0.0737,3
2635,1207,99072.3,0.0716,1
2636,61085,54242.39,0.0744,3
2637,45880,12683.92,0.0634,5
2638,49636,39921.36,0.0829,5
2639,93389,80338.91,0.0519,1
2640,25400,43956.6,0.096,4
2641,84563,12357.0,0.0917,5
2642,75460,20931.53,0.0551,3
2643,60923,22782.4,0.0953,5
2644,860,55105.06,0.0961,5
2645,75783,51024.76,0.0527,4
2646,53931,33885.28,0.085,4
2647,90422,88392.26,0.0798,4
2648,94101,92411.52,0.0596,2
2649,76156,5168.77,0.0604,4
2650,52998,57717.69,0.0555,1
2651,35103,11154.61,0.0624,5
2652,58851,7366.88,0.0968,2
2653,85552,87860.97,0.0702,5
2654,38479,19931.58,0.0803,5
2655,19446,26176.99,0.0979,1
2656,51242,63687.74,0.0769,4
2657,25389,13105.34,0.0968,3
2658,14818,19703.32,0.0921,3
2659,73981,85785.53,0.0752,2
2660,40913,50382.53,0.0771,1
2661,93028,96030.5,0.0762,4
2662,18145,9385.45,0.0797,3
2663,31913,40981.0,0.0797,2
2664,53626,17522.06,0.0774,2
2665,48397,19438.71,0.072,2
2666,95636,71416.95,0.08,1
2667,16984,97866.16,0.0596,2
2668,54874,82667.55,0.071,1
2669,23225,75283.47,0.0942,4
2670,74543,95708.52,0.0588,5
2671,18482,16008.97,0.0551,1
2672,81488,56722.26,0.0743,5
2673,15688,3071.49,0.0972,3
2674,51189,15459.61,0.0857,2
2675,39127,28739.95,0.0777,4
2676,76733,90023.86,0.0612,4
2677,34174,62235.69,0.0733,3
2678,429,48121.17,0.0773,4
2679,77235,34516.01,0.0914,2
2680,87082,18978.02,0.0574,3
2681,97806,66388.58,0.0542,4
2682,56760,18400.82,0.082,2
2683,64525,59466.67,0.0555,5
2684,49678,18010.58,0.0927,2
2685,68209,68911.06,0.0538,5
2686,39797,49170.61,0.0994,1
2687,72409,64879.03,0.0506,4
2688,98474,42666.96,0.0799,1
2689,14801,63712.36,0.0646,3
2690,65137,42420.97,0.0565,4
2691,43037,91934.22,0.0521,2
2692,55740,85058.03,0.0942,4
2693,93707,81895.28,0.0512,2
2694,17953,70893.67,0.0965,5
2695,6854,8136.97,0.082,5
2696,6703,3638.97,0.0691,1
2697,86325,20527.53,0.0632,1
2698,65341,98066.26,0.089,3
2699,6508,80755.21,0.0717,1
2700,69095,60859.8,0.0908,3
2701,17851,10752.98,0.0634,5
2702,91192,59688.5,0.0528,3
2703,55836,95101.72,0.0638,3
2704,272,93303.93,0.0965,1
2705,80724,21748.76,0.0986,3
2706,776,48886.64,0.0525,2
2707,18705,55589.4,0.093,2
2708,50049,93740.77,0.0999,3
2709,32993,89151.25,0.0994,2
2710,60948,85917.05,0.065,2
2711,51365,47235.02,0.0877,3
2712,99135,15529.6,0.0573,4
2713,91215,97779.61,0.0773,4
2714,91392,36144.75,0.0553,5
2715,46041,25664.74,0.0551,2
2716,47180,50628.81,0.0912,2
2717,42984,35841.73,0.0582,5
2718,54765,88229.48,0.0809,3
2719,21371,98034.69,0.0953,4
2720,3680,14530.04,0.0637,3
2721,88669,31515.21,0.0908,1
2722,44714,59216.45,0.0519,2
2723,21546,69485.25,0.0601,2
2724,79380,55632.57,0.0849,4
2725,35032,48088.71,0.0912,4
2726,91778,35367.98,0.0779,1
2727,44090,75407.23,0.0986,3
2728,97889,96228.41,0.0507,3
2729,6726,32503.15,0.0915,3
2730,31968,18630.22,0.0951,1
2731,52393,9049.62,0.0765,3
2732,59533,75362.9,0.0931,2
2733,65805,90614.16,0.091,3
2734,24796,68799.89,0.0693,5
2735,11860,32538.09,0.0854,1
2736,47006,95950.69,0.0538,4
2737,2012,99270.42,0.0739,1
2738,64075,64339.53,0.0723,4
2739,35850,11064.15,0.0827,2
2740,86959,74331.33,0.0615,2
2741,83680,9833.04,0.0676,2
2742,33770,77605.66,0.0868,3
2743,50763,20972.78,0.073,3
2744,23532,38886.15,0.0635,1
2745,96938,75912.28,0.0762,2
2746,88080,83612.7,0.07,1
2747,51698,60449.67,0.0682,2
2748,40089,87322.01,0.0829,1
2749,69978,99211.87,0.0961,4
2750,89994,44862.3,0.0608,3
2751,90850,73913.55,0.0617,5
2752,22295,76321.54,0.0704,1
2753,80644,29438.82,0.0871,2
2754,53512,53724.55,0.092,4
2755,2843,62539.37,0.0598,1
2756,91189,91584.59,0.0509,3
2757,16773,71241.5,0.0733,2
2758,94151,80278.73,0.0901,1
2759,2984,22927.06,0.0581,1
2760,89753,78197.59,0.087,4
2761,3465,34410.95,0.0662,1
2762,18915,15872.7,0.0859,3
2763,45747,42310.11,0.0987,2
2764,77041,15201.27,0.0797,3
2765,25454,84785.42,0.0868,3
2766,20902,99774.54,0.0594,2
2767,90314,27194.01,0.099,2
2768,39316,77645.61,0.0955,2
2769,78386,42209.29,0.057,4
2770,11945,31806.22,0.0595,1
2771,35959,24890.08,0.0674,2
2772,54036,4000.29,0.0706,4
2773,22416,31516.35,0.093,5
2774,23924,38881.97,0.0584,2
2775,4287,61201.55,0.0542,5
2776,42360,26912.42,0.0994,4
2777,70161,86649.99,0.0787,5
2778,804,68716.86,0.0789,4
2779,75582,78400.12,0.0679,3
2780,97929,18128.41,0.0759,3
2781,80459,90822.54,0.0739,5
2782,50427,11542.72,0.0768,5
2783,50516,53682.21,0.0903,3
2784,77566,58434.93,0.0752,3
2785,42532,22936.69,0.0905,2
2786,83674,87320.45,0.0593,2
2787,69013,12665.15,0.0766,4
2788,62589,7762.16,0.0738,2
2789,75819,7650.69,0.0823,4
2790,7420,3064.54,0.0975,4
2791,78677,2430.87,0.0646,4
2792,37720,18668.19,0.0695,3
2793,13539,58768.04,0.0595,2
2794,52945,32964.66,0.0714,3
2795,22476,85987.74,0.0749,4
2796,48732,87782.67,0.055,5
2797,46357,53520.19,0.0848,3
2798,70794,57016.79,0.0989,4
2799,91680,1849.66,0.0586,3
2800,38184,78646.12,0.0751,4
2801,99616,90546.85,0.0593,5
2802,76163,76664.03,0.0716,2
2803,75265,37924.93,0.0706,1
2804,63692,31620.18,0.0848,3
2805,51866,80550.14,0.0648,2
2806,94143,15286.6,0.0625,1
2807,96188,69486.77,0.0619,4
2808,68880,23792.22,0.0648,1
2809,78415,78357.52,0.0688,5
2810,74982,67727.35,0.054,3
2811,85789,30900.12,0.0825,5
2812,11303,72239.21,0.0856,4
2813,53433,35830.25,0.0693,5
2814,55315,98086.07,0.0889,1
2815,33724,6784.86,0.0749,5
2816,49260,47045.7,0.0669,3
2817,78622,84879.42,0.0639,2
2818,87063,12404.36,0.0809,3
2819,97331,86295.57,0.0675,5
2820,1702,72652.64,0.0964,3
2821,92626,45585.62,0.0921,4
2822,10580,43274.98,0.0594,3
2823,52295,31670.84,0.0992,1
2824,48368,71093.49,0.0534,3
2825,49861,49240.47,0.0887,5
2826,55801,91953.97,0.0895,5
2827,82293,75478.6,0.0792,2
2828,48197,44279.3,0.0764,3
2829,53526,29112.87,0.0853,5
2830,90731,88798.31,0.0707,4
2831,35565,4798.77,0.0936,2
2832,67597,59779.79,0.0657,5
2833,64994,80789.26,0.0504,2
2834,44257,51833.62,0.0674,2
2835,58506,60066.37,0.0572,4
2836,85592,78476.37,0.0635,5
2837,15035,76145.66,0.0872,3
2838,54242,44108.17,0.099,1
2839,74767,12910.46,0.0762,3
2840,72381,16863.1,0.0585,4
2841,69164,20612.79,0.0501,4
2842,42160,63108.26,0.0692,2
2843,45288,11528.49,0.0769,3
2844,78132,88715.2,0.0912,5
2845,28109,98222.82,0.0542,1
2846,30498,1250.23,0.0894,2
2847,50201,59204.63,0.0555,1
2848,80625,63581.84,0.0974,4
2849,50094,3728.47,0.0964,1
2850,32009,21684.84,0.0613,3
2851,54752,75379.21,0.0869,3
2852,16619,24325.22,0.0695,5
2853,83955,22313.88,0.0569,2
2854,34401,80596.39,0.0796,1
2855,69031,62098.26,0.0665,2
2856,15780,54756.96,0.0521,3
2857,84138,60553.51,0.0789,3
2858,32294,6958.43,0.0606,2
2859,3700,44721.1,0.0798,5
2860,37,93539.29,0.0707,2
2861,51676,16493.18,0.0533,5
2862,23995,11293.97,0.083,3
2863,40750,63918.08,0.0983,4
2864,78540,17888.34,0.0696,4
2865,29405,33893.8,0.0635,2
2866,29529,67768.43,0.0782,3
2867,34816,21056.86,0.0633,2
2868,63307,35305.75,0.07,4
2869,84922,8289.08,0.0836,4
2870,59578,22154.36,0.0726,1
2871,43139,22550.17,0.0588,1
2872,80127,63643.76,0.0705,3
2873,9701,53379.93,0.0813,3
2874,76461,67394.79,0.0824,1
2875,67127,38544.12,0.0993,2
2876,95115,19284.83,0.058,2
2877,74087,23048.03,0.0849,1
2878,66903,43152.59,0.0939,1
2879,63283,5320.22,0.0724,2
2880,77313,90274.07,0.0757,2
2881,31199,83608.35,0.0807,1
2882,36035,1704.41,0.0834,4
2883,32222,82035.0,0.0781,4
2884,38825,89292.36,0.0895,2
2885,18174,94623.93,0.0588,4
2886,21783,65174.7,0.0788,5
2887,49555,26087.61,0.0577,5
2888,42584,45662.72,0.0705,5
2889,56925,11982.65,0.0762,2
2890,7264,97651.44,0.0715,2
2891,45156,31429.42,0.0514,1
2892,78255,40737.54,0.0845,5
2893,21745,78035.2,0.0756,1
2894,73707,42041.7,0.0703,3
2895,44342,50594.53,0.0555,5
2896,36493,92262.6,0.0849,2
2897,51259,49443.67,0.0997,4
2898,45484,72340.04,0.0748,2
2899,15134,76315.65,0.0852,1
2900,77134,93634.24,0.0961,2
2901,69098,8298.03,0.0955,1
2902,96072,72955.5,0.0926,1
2903,74741,7548.72,0.093,5
2904,77516,33704.88,0.0859,3
2905,89567,80711.31,0.0693,5
2906,36154,4210.63,0.0921,1
2907,6083,39093.65,0.0549,4
2908,28615,88858.05,0.0552,4
2909,53114,70802.92,0.0792,4
2910,52024,98263.63,0.0867,1
2911,72362,94899.33,0.0704,3
2912,11169,87678.45,0.0874,1
2913,70071,12768.31,0.0585,2
2914,60200,68625.64,0.0783,5
2915,97638,6351.87,0.0633,1
2916,74135,62124.72,0.085,4
2917,24191,10624.49,0.0974,5
2918,29690,6647.05,0.0509,3
2919,56426,19422.21,0.087,4
2920,22382,71172.44,0.0665,5
2921,37269,73145.85,0.0542,1
2922,3547,23709.29,0.0867,5
2923,60578,88902.54,0.06,4
2924,35987,49122.34,0.0957,3
2925,8693,96337.26,0.0999,2
2926,30434,15602.14,0.0915,5
2927,69273,43332.6,0.0687,2
2928,85272,70579.82,0.0557,3
2929,55281,49938.03,0.0691,4
2930,2550,62619.01,0.0597,3
2931,74442,96727.31,0.0569,1
2932,49280,74183.61,0.0972,4
2933,14881,88492.69,0.0892,5
2934,21615,46746.17,0.0574,2
2935,54950,60350.11,0.0799,5
2936,77238,91731.58,0.0675,1
2937,48261,52551.58,0.0807,4
2938,31604,32674.75,0.0866,1
2939,71885,31106.93,0.0625,1
2940,13052,41963.82,0.0586,4
2941,67149,8080.53,0.0547,3
2942,8123,38541.6,0.0633,4
2943,86213,16360.16,0.0864,3
2944,39919,22184.86,0.0939,5
2945,35395,93852.04,0.0989,3
2946,51370,52818.44,0.0682,4
2947,43689,57456.77,0.0742,1
2948,61470,68890.93,0.0513,4
2949,68306,47469.23,0.0603,5
2950,98597,82339.2,0.0834,3
2951,63328,32349.9,0.0811,5
2952,74200,77849.54,0.0909,3
2953,68740,71420.78,0.0549,3
2954,88940,50074.6,0.0809,2
2955,40656,15015.78,0.0978,2
2956,71687,21899.49,0.0998,3
2957,59928,96622.3,0.0827,5
2958,66718,6952.49,0.0564,4
2959,52505,45586.84,0.0966,5
2960,5319,31822.91,0.0739,1
2961,18745,14344.88,0.0623,5
2962,33152,85310.48,0.0541,4
2963,82312,91698.58,0.0941,3
2964,94919,18787.74,0.0857,4
2965,99454,12149.87,0.0909,4
2966,68662,84588.12,0.0511,2
2967,86913,66384.89,0.096,2
2968,56012,54016.3,0.0531,2
2969,60039,37168.37,0.0543,2
2970,53253,12387.71,0.0925,5
2971,21043,76004.16,0.0807,1
2972,1818,58475.64,0.0521,2
2973,452,81332.09,0.0827,1
2974,11375,38026.57,0.0725,1
2975,20926,90318.88,0.0791,5
2976,34742,69120.46,0.0953,5
2977,51248,82591.83,0.0749,5
2978,41703,68752.36,0.0856,2
2979,24174,96010.83,0.0919,2
2980,75072,36399.27,0.0618,3
2981,44268,54193.91,0.0663,4
2982,61521,34137.43,0.0811,4
2983,34625,98768.2,0.0514,1
2984,40539,60533.76,0.0922,1
2985,13956,29969.16,0.0608,2
2986,25920,83883.1,0.0925,5
2987,34338,7989.5,0.059,4
2988,66630,65748.19,0.0835,2
2989,23998,59276.46,0.0582,1
2990,20250,66211.72,0.0992,4
2991,37192,88741.95,0.0505,4
2992,53547,32252.21,0.0964,5
2993,19111,77340.09,0.063,3
2994,56702,75652.34,0.0869,1
2995,1983,35560.15,0.09,2
2996,28928,71261.88,0.065,5
2997,15953,40015.08,0.0766,3
2998,31283,30509.78,0.0848,4
2999,81504,59669.56,0.0573,1
3000,7304,11084.76,0.0698,4
3001,41561,88951.62,0.0658,1
3002,27251,76373.4,0.0578,3
3003,45558,98670.19,0.0736,4
3004,11188,96262.0,0.0894,1
3005,89938,56966.55,0.0537,1
3006,72323,45572.84,0.0583,2
3007,81554,66713.13,0.0825,3
3008,91360,12142.19,0.0694,5
3009,34272,32070.23,0.0535,3
3010,40954,80899.2,0.0855,1
3011,70975,99765.73,0.0637,1
3012,42061,6173.96,0.0932,5
3013,32115,69942.05,0.0545,4
3014,51643,44231.45,0.0748,1
3015,19248,93521.62,0.0877,3
3016,62612,11179.83,0.0722,5
3017,4363,57282.92,0.0734,2
3018,35278,38128.0,0.0508,3
3019,14060,45963.51,0.0642,3
3020,82540,78311.16,0.0766,5
3021,57387,75951.73,0.0666,1
3022,4023,10733.59,0.0764,1
3023,58520,60313.49,0.0924,1
3024,55502,1542.04,0.0653,2
3025,64916,81369.44,0.0637,1
3026,97703,38591.66,0.0729,1
3027,49423,46802.76,0.0962,5
3028,67922,76746.97,0.074,3
3029,17710,78215.97,0.0582,1
3030,49608,47867.01,0.062,3
3031,34069,92490.26,0.0783,1
3032,29616,36019.78,0.0792,5
3033,12867,32009.99,0.0866,4
3034,35528,78821.26,0.0516,3
3035,94274,31221.88,0.0513,4
3036,44040,61739.87,0.0524,5
3037,55954,84290.29,0.0791,1
3038,11638,51991.3,0.0813,2
3039,3957,31311.73,0.0818,2
3040,551,1177.83,0.0749,4
3041,29684,77884.24,0.0534,1
3042,16887,70622.38,0.0705,4
3043,24075,80299.7,0.0538,5
3044,39777,13096.58,0.0968,3
3045,69886,43454.73,0.0719,2
3046,39691,43117.78,0.0748,4
3047,11147,34133.6,0.0904,1
3048,34534,5476.76,0.0864,3
3049,39027,34963.52,0.0898,1
3050,21091,13553.78,0.0909,5
3051,84870,66519.35,0.0876,2
3052,12325,4876.34,0.0953,4
3053,28185,96421.65,0.0796,4
3054,60657,69581.78,0.076,5
3055,68419,63877.95,0.095,2
3056,75665,23767.67,0.0951,4
3057,53690,82981.28,0.0707,2
3058,26844,18328.92,0.0875,3
3059,85490,90764.83,0.0602,5
3060,21385,38621.31,0.0965,2
3061,35525,1355.22,0.0844,1
3062,20018,36522.27,0.0913,3
3063,46289,92547.71,0.0737,3
3064,40543,75286.51,0.0593,4
3065,3808,17944.88,0.0993,2
3066,48162,68278.42,0.0913,1
3067,18598,3107.55,0.0632,1
3068,74618,53953.2,0.0631,1
3069,98327,65782.29,0.0903,2
3070,13426,94027.91,0.0969,1
3071,29203,42261.08,0.0606,3
3072,8594,66709.24,0.0517,5
3073,84609,5103.02,0.0717,4
3074,62809,15940.32,0.0937,4
3075,34143,92476.39,0.0558,5
3076,92847,9650.81,0.0808,3
3077,66467,43550.14,0.0546,3
3078,87150,32964.59,0.0915,4
3079,80696,12839.57,0.0538,2
3080,66029,7716.31,0.0774,1
3081,90616,73076.56,0.0772,3
3082,37734,31301.87,0.096,4
3083,78534,61644.25,0.072,5
3084,32436,5154.51,0.0582,5
3085,43093,23715.77,0.093,5
3086,22637,10241.32,0.0882,4
3087,28468,11539.75,0.0789,4
3088,38549,55263.34,0.0771,4
3089,45892,99942.08,0.0843,5
3090,367,48610.13,0.0977,5
3091,80884,65027.15,0.0828,1
3092,25762,59931.26,0.072,2
3093,26524,37242.44,0.0911,3
3094,69333,81305.83,0.0956,5
3095,21999,45025.67,0.0538,2
3096,37534,33168.57,0.081,5
3097,14950,74040.95,0.0581,5
3098,62791,72837.3,0.0754,4
3099,71483,43102.0,0.0788,1
3100,41570,38242.32,0.0913,2
3101,89240,73141.56,0.0793,1
3102,17201,26300.47,0.0856,2
3103,2381,36161.08,0.081,4
3104,99930,3339.35,0.0901,2
3105,55744,27954.14,0.0726,2
3106,38358,69687.68,0.0884,2
3107,60166,84406.94,0.0811,2
3108,64940,53283.44,0.0966,5
3109,71992,62538.03,0.0906,5
3110,28820,21859.92,0.0935,2
3111,96675,39082.21,0.0669,3
3112,72669,33032.32,0.0904,5
3113,34208,86444.06,0.0989,1
3114,7406,75128.62,0.0724,2
3115,46915,31628.15,0.0949,1
3116,77836,44442.87,0.0824,4
3117,80843,74501.92,0.0803,4
3118,70890,91728.68,0.0691,3
3119,64625,28230.66,0.0618,1
3120,58513,21178.59,0.0887,4
3121,84208,91173.2,0.0662,4
3122,46870,65765.14,0.0703,3
3123,56913,8312.22,0.0645,2
3124,95259,47952.79,0.075,2
3125,66268,44616.14,0.0753,1
3126,53909,58247.8,0.088,4
3127,63469,89629.36,0.0981,3
3128,51388,48009.5,0.0934,3
3129,79164,53022.29,0.0979,5
3130,6337,9897.8,0.0719,5
3131,94755,88270.27,0.0949,4
3132,10270,25277.53,0.0618,2
3133,94638,14421.66,0.0883,3
3134,91895,32927.32,0.051,4
3135,13503,39165.96,0.0742,3
3136,88374,82596.78,0.0994,3
3137,86281,12524.53,0.0878,2
3138,81001,66251.28,0.0914,5
3139,11002,49918.05,0.0613,2
3140,52900,55671.77,0.0538,1
3141,1655,17252.23,0.0967,4
3142,16380,6128.16,0.0823,5
3143,52980,71210.05,0.0978,3
3144,91438,13386.99,0.0547,5
3145,17956,19029.98,0.0548,5
3146,15467,2599.91,0.0922,5
3147,95586,90338.58,0.0768,5
3148,19593,67889.98,0.0613,5
3149,56261,12919.99,0.0829,4
3150,349,30972.39,0.0717,3
3151,81189,58069.51,0.0608,1
3152,79576,63969.71,0.0629,3
3153,14436,58609.15,0.0582,2
3154,43682,37296.94,0.0922,4
3155,1167,21867.99,0.0862,1
3156,87576,38795.19,0.0705,5
3157,17599,67354.24,0.0858,4
3158,78231,78970.96,0.0538,5
3159,63981,83666.23,0.0717,2
3160,31276,54071.22,0.0724,2
3161,15222,14548.04,0.0812,2
3162,31065,70691.77,0.0979,5
3163,44590,41423.98,0.0706,4
3164,89459,92000.75,0.061,3
3165,47120,60425.43,0.0641,3
3166,12997,34225.65,0.0852,5
3167,11305,23241.48,0.0508,5
3168,96446,68635.35,0.0929,2
3169,68047,15675.22,0.0771,3
3170,99259,42105.39,0.0603,4
3171,29535,31679.31,0.0512,2
3172,33774,70442.1,0.0795,1
3173,44077,14063.9,0.0537,3
3174,27861,44334.64,0.0736,5
3175,85785,34880.89,0.0795,4
3176,97286,63036.73,0.0849,2
3177,67518,59138.13,0.0679,1
3178,6953,77875.02,0.0635,4
3179,17249,1354.04,0.0552,2
