transaction_id,account_id,transaction_type,transaction_amount,transaction_date
18561,13649,Deposit,730.03,2023-03-26
18562,50815,Transfer,588.52,2023-03-24
18563,31723,Transfer,-959.08,2023-03-09
18564,4215,Transfer,-460.85,2023-03-25
18565,69374,Transfer,381.51,2023-03-18
18566,61251,Deposit,415.28,2023-03-01
18567,59581,Deposit,-703.79,2023-03-17
18568,38757,Transfer,680.07,2023-03-07
18569,43339,Deposit,-459.76,2023-03-23
18570,42459,Withdrawal,543.08,2023-03-16
18571,11680,Withdrawal,225.66,2023-03-05
18572,24309,Deposit,-762.98,2023-03-14
18573,30851,Deposit,-898.28,2023-03-18
18574,18310,Deposit,-584.19,2023-03-09
18575,8227,Withdrawal,-540.71,2023-03-03
18576,2450,Deposit,157.42,2023-03-25
18577,2111,Deposit,-839.74,2023-03-22
18578,71075,Transfer,384.23,2023-03-04
18579,43654,Transfer,941.34,2023-03-13
18580,58239,Deposit,-977.22,2023-03-05
18581,6305,Transfer,-854.39,2023-03-26
18582,38341,Deposit,908.29,2023-03-11
18583,29225,Deposit,-652.42,2023-03-09
18584,78062,Deposit,995.22,2023-03-21
18585,83354,Withdrawal,-873.79,2023-03-22
18586,39825,Deposit,-110.07,2023-03-30
18587,82645,Withdrawal,-919.9,2023-03-09
18588,17145,Transfer,-949.54,2023-03-21
18589,68852,Transfer,-309.25,2023-03-12
18590,99730,Deposit,223.29,2023-03-25
18591,81314,Deposit,784.76,2023-03-18
18592,40191,Withdrawal,-547.53,2023-03-31
18593,41502,Deposit,-590.81,2023-03-27
18594,71228,Transfer,330.47,2023-03-29
18595,3667,Withdrawal,821.07,2023-03-22
18596,20331,Withdrawal,-569.02,2023-03-03
18597,65208,Transfer,-719.19,2023-03-07
18598,64582,Deposit,-562.12,2023-03-29
18599,64783,Transfer,-810.24,2023-03-19
18600,22521,Deposit,515.3,2023-03-06
18601,11621,Withdrawal,425.24,2023-03-09
18602,78447,Transfer,995.31,2023-03-17
18603,29387,Withdrawal,879.16,2023-03-23
18604,40192,Transfer,-255.84,2023-03-04
18605,60498,Withdrawal,-320.47,2023-03-13
18606,83380,Withdrawal,851.61,2023-03-07
18607,65014,Withdrawal,128.69,2023-03-21
18608,58371,Withdrawal,99.33,2023-03-28
18609,37457,Deposit,-115.74,2023-03-19
18610,69553,Transfer,-787.13,2023-03-20
18611,6262,Transfer,600.57,2023-03-01
18612,39398,Transfer,316.99,2023-03-23
18613,582,Withdrawal,-31.7,2023-03-11
18614,5346,Deposit,178.11,2023-03-06
18615,43251,Deposit,-574.65,2023-03-18
18616,87515,Deposit,777.15,2023-03-02
18617,49763,Withdrawal,-129.75,2023-03-21
18618,6689,Transfer,-525.61,2023-03-24
18619,28445,Transfer,506.37,2023-03-25
18620,4263,Withdrawal,878.99,2023-03-16
18621,85429,Transfer,-16.67,2023-03-18
18622,49261,Deposit,506.49,2023-03-06
18623,8507,Transfer,234.09,2023-03-31
18624,4171,Deposit,-249.53,2023-03-22
18625,67889,Transfer,486.87,2023-03-17
18626,6427,Deposit,-140.37,2023-03-18
18627,76378,Transfer,-459.97,2023-03-26
18628,29688,Deposit,-776.79,2023-03-25
18629,34424,Deposit,-637.64,2023-03-10
18630,14926,Withdrawal,244.28,2023-03-31
18631,65649,Withdrawal,253.54,2023-03-08
18632,34979,Withdrawal,198.9,2023-03-06
18633,78990,Deposit,-238.48,2023-03-21
18634,4413,Transfer,514.57,2023-03-23
18635,9403,Withdrawal,583.84,2023-03-24
18636,65745,Deposit,205.96,2023-03-11
18637,74805,Deposit,-952.86,2023-03-28
18638,15762,Transfer,141.68,2023-03-13
18639,2918,Withdrawal,-745.43,2023-03-02
18640,66493,Transfer,-550.6,2023-03-23
18641,95998,Transfer,188.32,2023-03-23
18642,53473,Withdrawal,-877.17,2023-03-13
18643,65089,Transfer,209.87,2023-03-01
18644,6975,Withdrawal,564.99,2023-03-05
18645,70485,Deposit,-917.11,2023-03-29
18646,6862,Withdrawal,-559.43,2023-03-01
18647,11812,Transfer,-810.27,2023-03-14
18648,32404,Transfer,-886.19,2023-03-25
18649,80331,Transfer,64.7,2023-03-25
18650,88548,Transfer,174.7,2023-03-25
18651,19532,Withdrawal,183.85,2023-03-05
18652,63078,Deposit,-136.49,2023-03-13
18653,11196,Transfer,-681.6,2023-03-13
18654,17873,Withdrawal,328.48,2023-03-22
18655,78780,Withdrawal,-251.09,2023-03-12
18656,26337,Deposit,-940.43,2023-03-13
18657,13421,Deposit,212.07,2023-03-19
18658,72870,Withdrawal,-578.09,2023-03-23
18659,7881,Withdrawal,335.22,2023-03-14
18660,76744,Deposit,969.56,2023-03-16
18661,84038,Deposit,217.71,2023-03-19
18662,33639,Withdrawal,273.85,2023-03-04
18663,38553,Withdrawal,-686.47,2023-03-29
18664,98189,Transfer,622.93,2023-03-26
18665,61190,Deposit,291.39,2023-03-22
18666,7003,Withdrawal,-670.15,2023-03-28
18667,28057,Withdrawal,-519.49,2023-03-19
18668,16068,Transfer,783.4,2023-03-20
18669,89186,Deposit,-994.03,2023-03-29
18670,43488,Transfer,-860.13,2023-03-27
18671,37269,Transfer,82.61,2023-03-09
18672,55335,Withdrawal,81.92,2023-03-18
18673,81052,Deposit,622.82,2023-03-26
18674,64252,Deposit,-438.32,2023-03-01
18675,71854,Transfer,-803.28,2023-03-19
18676,87743,Transfer,292.95,2023-03-23
18677,58449,Withdrawal,-157.43,2023-03-22
18678,6299,Withdrawal,540.35,2023-03-13
18679,76918,Deposit,-964.82,2023-03-29
18680,63155,Withdrawal,518.99,2023-03-15
18681,11602,Transfer,870.92,2023-03-30
18682,67512,Withdrawal,-723.96,2023-03-05
18683,61450,Transfer,-963.88,2023-03-21
18684,94306,Transfer,169.78,2023-03-13
18685,72872,Transfer,-852.53,2023-03-14
18686,64091,Transfer,638.28,2023-03-16
18687,97163,Withdrawal,352.89,2023-03-17
18688,13818,Deposit,-781.95,2023-03-21
18689,99902,Withdrawal,-624.89,2023-03-14
18690,16279,Deposit,288.67,2023-03-01
18691,42843,Withdrawal,-963.51,2023-03-11
18692,64457,Deposit,378.28,2023-03-23
18693,9455,Withdrawal,-25.36,2023-03-17
18694,74226,Withdrawal,785.36,2023-03-29
18695,20649,Deposit,-986.07,2023-03-02
18696,86153,Withdrawal,-946.68,2023-03-28
18697,58165,Withdrawal,544.42,2023-03-04
18698,64809,Withdrawal,448.81,2023-03-08
18699,75763,Deposit,763.27,2023-03-05
18700,98364,Transfer,535.92,2023-03-25
18701,74311,Withdrawal,-78.69,2023-03-24
18702,50706,Transfer,643.29,2023-03-31
18703,71427,Transfer,481.96,2023-03-02
18704,86525,Withdrawal,-704.69,2023-03-02
18705,47716,Transfer,848.13,2023-03-17
18706,76437,Transfer,714.34,2023-03-31
18707,45834,Deposit,23.9,2023-03-13
18708,19990,Deposit,-297.75,2023-03-09
18709,87251,Transfer,-985.47,2023-03-18
18710,50983,Withdrawal,479.31,2023-03-18
18711,95001,Deposit,-420.67,2023-03-27
18712,66707,Transfer,362.06,2023-03-09
18713,2509,Deposit,-942.01,2023-03-23
18714,60806,Transfer,215.86,2023-03-24
18715,66979,Deposit,-519.4,2023-03-01
18716,5475,Transfer,-815.25,2023-03-06
18717,75084,Transfer,-975.18,2023-03-21
18718,3789,Transfer,-136.12,2023-03-04
18719,79363,Transfer,-286.42,2023-03-06
18720,36095,Withdrawal,191.0,2023-03-19
18721,97209,Deposit,-796.2,2023-03-07
18722,35747,Transfer,457.52,2023-03-01
18723,61507,Withdrawal,-573.4,2023-03-08
18724,63532,Transfer,639.22,2023-03-26
18725,54148,Withdrawal,-365.68,2023-03-05
18726,16209,Transfer,984.1,2023-03-31
18727,67866,Transfer,905.26,2023-03-10
18728,70041,Deposit,371.78,2023-03-25
18729,30569,Deposit,-656.9,2023-03-02
18730,81473,Withdrawal,66.23,2023-03-05
18731,92293,Withdrawal,997.49,2023-03-10
18732,67740,Transfer,-527.79,2023-03-16
18733,94860,Deposit,394.82,2023-03-18
18734,87863,Withdrawal,-770.2,2023-03-28
18735,60718,Deposit,700.78,2023-03-25
18736,23815,Deposit,-278.94,2023-03-20
18737,96390,Transfer,-86.96,2023-03-07
18738,86768,Deposit,-848.06,2023-03-02
18739,9386,Deposit,26.77,2023-03-25
18740,6547,Transfer,-823.28,2023-03-25
18741,9112,Withdrawal,-427.11,2023-03-10
18742,84435,Transfer,-354.48,2023-03-13
18743,44487,Deposit,-136.13,2023-03-14
18744,22950,Withdrawal,-879.02,2023-03-16
18745,16230,Withdrawal,-397.03,2023-03-14
18746,90272,Withdrawal,886.04,2023-03-02
18747,84970,Withdrawal,800.22,2023-03-24
18748,2907,Withdrawal,262.19,2023-03-26
18749,20004,Transfer,996.99,2023-03-07
18750,58872,Transfer,-528.37,2023-03-07
18751,94287,Withdrawal,-215.21,2023-03-19
18752,33739,Transfer,-452.06,2023-03-25
18753,69826,Withdrawal,-205.5,2023-03-23
18754,64961,Transfer,-711.18,2023-03-22
18755,28080,Withdrawal,-528.68,2023-03-25
18756,98766,Withdrawal,939.74,2023-03-14
18757,22268,Withdrawal,-482.36,2023-03-29
18758,97450,Withdrawal,641.05,2023-03-05
18759,30205,Transfer,-960.55,2023-03-16
18760,22799,Transfer,-616.12,2023-03-05
18761,45516,Transfer,-881.95,2023-03-03
18762,24242,Withdrawal,890.73,2023-03-01
18763,7822,Deposit,-593.5,2023-03-18
18764,39318,Deposit,-426.27,2023-03-04
18765,2520,Deposit,-595.02,2023-03-06
18766,83633,Deposit,430.95,2023-03-19
18767,28065,Transfer,-773.58,2023-03-26
18768,15851,Transfer,-257.3,2023-03-13
18769,91222,Deposit,164.48,2023-03-07
18770,82997,Deposit,782.65,2023-03-07
18771,10800,Transfer,-236.61,2023-03-11
18772,74405,Deposit,-765.24,2023-03-28
18773,72888,Transfer,44.22,2023-03-21
18774,23261,Deposit,709.44,2023-03-17
18775,27069,Deposit,-321.48,2023-03-02
18776,73791,Deposit,-283.77,2023-03-13
18777,96057,Deposit,364.7,2023-03-26
18778,70933,Withdrawal,-183.02,2023-03-13
18779,27682,Deposit,742.53,2023-03-01
18780,72538,Deposit,339.83,2023-03-01
18781,26364,Transfer,-840.56,2023-03-01
18782,61864,Transfer,653.73,2023-03-03
18783,73413,Transfer,698.18,2023-03-26
18784,58050,Withdrawal,-231.81,2023-03-29
18785,76351,Deposit,-263.49,2023-03-13
18786,5395,Deposit,-545.01,2023-03-07
18787,17470,Withdrawal,-456.54,2023-03-08
18788,79226,Transfer,83.38,2023-03-20
18789,15122,Withdrawal,-491.87,2023-03-04
18790,50533,Deposit,510.29,2023-03-03
18791,87995,Deposit,337.08,2023-03-15
18792,17676,Withdrawal,65.55,2023-03-08
18793,80115,Transfer,-649.5,2023-03-14
18794,91610,Withdrawal,-790.9,2023-03-11
18795,39712,Transfer,-292.34,2023-03-05
18796,54575,Withdrawal,476.28,2023-03-30
18797,61449,Transfer,64.96,2023-03-13
18798,26895,Withdrawal,-302.23,2023-03-05
18799,62662,Transfer,-260.71,2023-03-27
18800,54889,Withdrawal,129.85,2023-03-03
18801,24144,Transfer,722.29,2023-03-09
18802,32180,Transfer,-295.54,2023-03-10
18803,85098,Deposit,-161.98,2023-03-18
18804,23397,Deposit,-457.25,2023-03-02
18805,38542,Withdrawal,-165.6,2023-03-21
18806,49711,Withdrawal,-578.01,2023-03-07
18807,30770,Withdrawal,78.73,2023-03-09
18808,3164,Transfer,168.43,2023-03-06
18809,90461,Withdrawal,446.82,2023-03-01
18810,47228,Transfer,888.82,2023-03-08
18811,31263,Transfer,-734.98,2023-03-09
18812,85445,Transfer,-24.0,2023-03-25
18813,14761,Deposit,310.58,2023-03-02
18814,83582,Transfer,598.53,2023-03-12
18815,73182,Transfer,687.22,2023-03-05
18816,81627,Deposit,-160.41,2023-03-05
18817,68709,Withdrawal,296.52,2023-03-10
18818,72492,Transfer,-516.36,2023-03-06
18819,7792,Withdrawal,731.57,2023-03-23
18820,14391,Deposit,382.96,2023-03-12
18821,77270,Withdrawal,527.85,2023-03-28
18822,95538,Transfer,-857.21,2023-03-25
18823,99694,Deposit,-578.01,2023-03-15
18824,10699,Deposit,-404.76,2023-03-02
18825,99015,Deposit,-821.63,2023-03-04
18826,49552,Withdrawal,-901.35,2023-03-22
18827,36308,Withdrawal,428.86,2023-03-20
18828,99850,Deposit,862.94,2023-03-29
18829,1905,Deposit,-598.82,2023-03-14
18830,11141,Withdrawal,66.25,2023-03-10
18831,95546,Withdrawal,-39.48,2023-03-01
18832,65629,Deposit,43.3,2023-03-09
18833,59184,Transfer,589.42,2023-03-29
18834,87475,Deposit,423.76,2023-03-03
18835,55701,Withdrawal,859.45,2023-03-08
18836,38240,Withdrawal,-378.35,2023-03-24
18837,57672,Withdrawal,432.48,2023-03-15
18838,64727,Transfer,-811.07,2023-03-20
18839,66455,Withdrawal,-808.17,2023-03-14
18840,80685,Withdrawal,-305.92,2023-03-06
18841,20794,Transfer,660.68,2023-03-01
18842,70745,Deposit,-80.47,2023-03-11
18843,48363,Withdrawal,-379.69,2023-03-06
18844,43406,Transfer,-409.44,2023-03-11
18845,78291,Withdrawal,-843.0,2023-03-28
18846,43917,Transfer,-161.63,2023-03-20
18847,94487,Transfer,23.11,2023-03-24
18848,84588,Deposit,-854.92,2023-03-14
18849,4752,Withdrawal,591.95,2023-03-06
18850,36666,Withdrawal,422.76,2023-03-29
18851,8528,Transfer,-618.03,2023-03-24
18852,91942,Transfer,23.93,2023-03-18
18853,32267,Deposit,-885.37,2023-03-31
18854,28388,Deposit,377.67,2023-03-26
18855,60306,Deposit,-300.55,2023-03-25
18856,3115,Deposit,966.82,2023-03-02
18857,57164,Deposit,-50.77,2023-03-14
18858,2298,Deposit,-436.05,2023-03-03
18859,4740,Transfer,586.31,2023-03-13
18860,96264,Deposit,-545.61,2023-03-09
18861,10181,Transfer,-35.69,2023-03-21
18862,74557,Withdrawal,-131.5,2023-03-07
18863,55895,Transfer,448.26,2023-03-13
18864,63931,Withdrawal,-588.54,2023-03-12
18865,82294,Deposit,894.74,2023-03-05
18866,31299,Transfer,-26.51,2023-03-07
18867,70971,Deposit,-236.94,2023-03-03
18868,47044,Transfer,663.08,2023-03-04
18869,93156,Withdrawal,127.19,2023-03-06
18870,40645,Transfer,-701.49,2023-03-22
18871,83829,Withdrawal,-571.01,2023-03-11
18872,78371,Withdrawal,10.21,2023-03-29
18873,26047,Transfer,-182.24,2023-03-07
18874,77915,Withdrawal,139.2,2023-03-20
18875,44272,Transfer,-508.02,2023-03-07
18876,17472,Withdrawal,141.58,2023-03-02
18877,33464,Deposit,540.03,2023-03-13
18878,37445,Deposit,842.31,2023-03-23
18879,37677,Transfer,432.38,2023-03-08
18880,17132,Withdrawal,-512.32,2023-03-01
18881,77335,Deposit,-203.14,2023-03-24
18882,39623,Withdrawal,-818.57,2023-03-26
18883,73390,Transfer,94.47,2023-03-23
18884,99306,Deposit,-105.87,2023-03-23
18885,18923,Deposit,727.55,2023-03-28
18886,33388,Transfer,-613.34,2023-03-17
18887,54919,Withdrawal,-756.03,2023-03-15
18888,10322,Deposit,791.89,2023-03-26
18889,99165,Transfer,955.38,2023-03-16
18890,33928,Withdrawal,985.92,2023-03-31
18891,32638,Deposit,279.97,2023-03-29
18892,68820,Transfer,222.75,2023-03-05
18893,82448,Deposit,905.61,2023-03-07
18894,9060,Deposit,-690.09,2023-03-08
18895,38940,Transfer,-811.89,2023-03-08
18896,37179,Withdrawal,936.46,2023-03-14
18897,8006,Deposit,-712.25,2023-03-17
18898,4686,Deposit,829.02,2023-03-17
18899,93073,Transfer,-671.91,2023-03-29
18900,91418,Deposit,407.31,2023-03-29
18901,90118,Transfer,-976.17,2023-03-27
18902,49637,Deposit,71.26,2023-03-14
18903,83943,Withdrawal,-318.21,2023-03-26
18904,97642,Deposit,772.24,2023-03-12
18905,61297,Transfer,-804.52,2023-03-29
18906,51290,Transfer,800.83,2023-03-05
18907,12097,Transfer,825.66,2023-03-27
18908,53632,Deposit,-282.49,2023-03-17
18909,49765,Transfer,-254.92,2023-03-16
18910,67358,Withdrawal,227.03,2023-03-31
18911,36470,Deposit,-408.89,2023-03-22
18912,99868,Transfer,596.42,2023-03-04
18913,74926,Deposit,-641.4,2023-03-26
18914,89364,Withdrawal,412.55,2023-03-03
18915,30104,Withdrawal,-390.19,2023-03-05
18916,28540,Withdrawal,579.82,2023-03-19
18917,37620,Deposit,232.41,2023-03-08
18918,58584,Withdrawal,384.94,2023-03-14
18919,94440,Transfer,-487.46,2023-03-13
18920,81168,Deposit,-955.84,2023-03-05
18921,82898,Transfer,130.08,2023-03-14
18922,98881,Deposit,-920.66,2023-03-17
18923,6128,Withdrawal,841.24,2023-03-21
18924,2628,Withdrawal,980.79,2023-03-01
18925,56463,Deposit,719.41,2023-03-16
18926,73968,Withdrawal,779.31,2023-03-28
18927,27690,Deposit,-937.77,2023-03-14
18928,58680,Withdrawal,588.65,2023-03-31
18929,44331,Deposit,487.4,2023-03-19
18930,757,Withdrawal,-55.12,2023-03-11
18931,12807,Transfer,18.6,2023-03-29
18932,55116,Deposit,-394.08,2023-03-12
18933,56901,Deposit,757.76,2023-03-14
18934,91279,Deposit,-484.21,2023-03-13
18935,18879,Deposit,164.45,2023-03-24
18936,25920,Withdrawal,-78.81,2023-03-08
18937,73252,Transfer,813.68,2023-03-30
18938,47295,Transfer,-749.29,2023-03-16
18939,42013,Withdrawal,400.69,2023-03-28
18940,76024,Deposit,60.84,2023-03-26
18941,20131,Withdrawal,-939.87,2023-03-19
18942,46426,Transfer,-716.53,2023-03-25
18943,953,Deposit,-423.55,2023-03-11
18944,17159,Transfer,-943.5,2023-03-25
18945,60004,Deposit,161.83,2023-03-20
18946,56534,Withdrawal,-239.85,2023-03-22
18947,37620,Transfer,-688.86,2023-03-26
18948,90670,Transfer,-238.36,2023-03-10
18949,53298,Withdrawal,300.58,2023-03-29
18950,95510,Transfer,78.77,2023-03-04
18951,64839,Deposit,-779.83,2023-03-24
18952,28994,Deposit,-930.6,2023-03-31
18953,7206,Transfer,121.24,2023-03-24
18954,70211,Withdrawal,-590.85,2023-03-14
18955,64661,Transfer,-568.22,2023-03-14
18956,78713,Deposit,-171.29,2023-03-01
18957,77457,Deposit,-710.18,2023-03-08
18958,82017,Deposit,-704.71,2023-03-30
18959,42524,Transfer,-783.44,2023-03-16
18960,79100,Deposit,-527.24,2023-03-02
18961,81476,Transfer,-958.26,2023-03-17
18962,34820,Withdrawal,217.06,2023-03-26
18963,9115,Deposit,-11.52,2023-03-03
18964,94492,Deposit,-957.87,2023-03-09
18965,3625,Transfer,957.86,2023-03-01
18966,71415,Transfer,925.38,2023-03-06
18967,36652,Deposit,-855.61,2023-03-01
18968,42896,Transfer,511.45,2023-03-03
18969,72048,Deposit,596.15,2023-03-09
18970,84612,Withdrawal,-810.24,2023-03-28
18971,87249,Deposit,-673.63,2023-03-16
18972,33434,Transfer,-455.17,2023-03-21
18973,97862,Deposit,-779.64,2023-03-11
18974,92364,Transfer,-405.84,2023-03-19
18975,48853,Withdrawal,988.63,2023-03-04
18976,17643,Withdrawal,-559.47,2023-03-04
18977,78347,Withdrawal,-762.53,2023-03-17
18978,37321,Withdrawal,633.6,2023-03-17
18979,74477,Transfer,-319.27,2023-03-06
18980,12385,Transfer,-329.14,2023-03-21
18981,55544,Withdrawal,-301.33,2023-03-17
18982,71269,Transfer,590.52,2023-03-04
18983,33191,Transfer,-223.89,2023-03-04
18984,39346,Withdrawal,141.16,2023-03-25
18985,1336,Deposit,-827.34,2023-03-12
18986,15378,Withdrawal,581.03,2023-03-16
18987,19584,Deposit,-556.65,2023-03-28
18988,46365,Transfer,215.89,2023-03-02
18989,72315,Deposit,-960.11,2023-03-16
18990,71314,Withdrawal,802.59,2023-03-09
18991,58357,Withdrawal,-860.14,2023-03-01
18992,59695,Withdrawal,231.51,2023-03-24
18993,2653,Deposit,367.66,2023-03-10
18994,75346,Deposit,-624.83,2023-03-17
18995,91254,Withdrawal,-258.58,2023-03-17
18996,91474,Withdrawal,-44.87,2023-03-19
18997,26942,Deposit,6.61,2023-03-05
18998,34956,Withdrawal,998.31,2023-03-12
18999,65775,Withdrawal,-704.44,2023-03-30
19000,11425,Deposit,-99.59,2023-03-25
19001,96014,Transfer,98.91,2023-03-29
19002,76958,Deposit,508.03,2023-03-23
19003,33384,Transfer,666.46,2023-03-18
19004,35744,Deposit,806.82,2023-03-27
19005,65120,Withdrawal,928.09,2023-03-27
19006,84572,Transfer,391.35,2023-03-02
19007,26772,Withdrawal,837.67,2023-03-20
19008,83122,Transfer,178.83,2023-03-23
19009,45570,Deposit,-333.19,2023-03-14
19010,6075,Withdrawal,-146.15,2023-03-24
19011,36366,Deposit,-989.84,2023-03-16
19012,42872,Deposit,-672.46,2023-03-17
19013,49504,Withdrawal,-361.36,2023-03-08
19014,44922,Deposit,-556.85,2023-03-21
19015,22635,Transfer,-646.97,2023-03-13
19016,40311,Deposit,-266.33,2023-03-09
19017,62380,Transfer,-429.74,2023-03-05
19018,64654,Deposit,-284.72,2023-03-24
19019,54827,Withdrawal,147.15,2023-03-21
19020,1788,Deposit,-548.01,2023-03-03
19021,42625,Transfer,-147.76,2023-03-15
19022,21301,Withdrawal,253.56,2023-03-09
19023,68264,Withdrawal,-983.23,2023-03-11
19024,95585,Withdrawal,211.9,2023-03-26
19025,78067,Deposit,-645.7,2023-03-04
19026,44773,Deposit,467.56,2023-03-26
19027,90119,Transfer,-915.41,2023-03-02
19028,98639,Deposit,-291.7,2023-03-14
19029,32462,Withdrawal,-77.11,2023-03-01
19030,6658,Transfer,410.18,2023-03-01
19031,53028,Deposit,-820.73,2023-03-27
19032,30346,Deposit,-141.06,2023-03-31
19033,25797,Withdrawal,338.22,2023-03-20
19034,21326,Withdrawal,-159.09,2023-03-26
19035,69723,Deposit,250.27,2023-03-16
19036,49176,Withdrawal,-756.76,2023-03-04
19037,57235,Deposit,104.61,2023-03-08
19038,14695,Withdrawal,417.04,2023-03-14
19039,26077,Deposit,698.37,2023-03-09
19040,97097,Transfer,152.67,2023-03-18
19041,47228,Withdrawal,26.64,2023-03-13
19042,60094,Transfer,551.25,2023-03-13
19043,95431,Withdrawal,-635.84,2023-03-01
19044,92062,Deposit,328.89,2023-03-05
19045,33976,Transfer,99.19,2023-03-26
19046,20445,Transfer,414.11,2023-03-02
19047,92552,Deposit,-404.16,2023-03-28
19048,81335,Deposit,603.17,2023-03-04
19049,70581,Deposit,796.08,2023-03-11
19050,37548,Withdrawal,137.62,2023-03-19
19051,51604,Withdrawal,930.13,2023-03-17
19052,42655,Withdrawal,533.99,2023-03-13
19053,87686,Deposit,87.67,2023-03-07
19054,29971,Transfer,-931.99,2023-03-07
19055,53278,Deposit,916.33,2023-03-12
19056,89147,Transfer,925.96,2023-03-19
19057,79666,Deposit,247.87,2023-03-26
19058,30668,Transfer,775.18,2023-03-11
19059,33103,Transfer,-424.41,2023-03-24
19060,33028,Transfer,-586.58,2023-03-14
19061,9049,Withdrawal,-605.59,2023-03-28
19062,59635,Withdrawal,464.31,2023-03-29
19063,55346,Transfer,-9.03,2023-03-09
19064,75534,Deposit,-192.23,2023-03-22
19065,14491,Withdrawal,-288.69,2023-03-02
19066,13481,Transfer,-359.6,2023-03-18
19067,88072,Deposit,138.21,2023-03-21
19068,50735,Withdrawal,568.96,2023-03-14
19069,9763,Withdrawal,380.13,2023-03-30
19070,22602,Transfer,993.9,2023-03-06
19071,15734,Deposit,-528.94,2023-03-14
19072,70781,Deposit,-230.75,2023-03-17
19073,19341,Withdrawal,-351.94,2023-03-17
19074,59468,Deposit,737.53,2023-03-22
19075,29719,Withdrawal,-382.96,2023-03-27
19076,13208,Withdrawal,885.31,2023-03-31
19077,92711,Deposit,651.55,2023-03-06
19078,78157,Deposit,-248.49,2023-03-25
19079,29247,Withdrawal,-922.84,2023-03-19
19080,80868,Deposit,-491.26,2023-03-21
19081,47283,Transfer,-135.47,2023-03-29
19082,78550,Transfer,-564.59,2023-03-11
19083,42289,Transfer,-583.79,2023-03-03
19084,34135,Withdrawal,-49.03,2023-03-06
19085,73680,Deposit,487.67,2023-03-04
19086,70342,Withdrawal,584.48,2023-03-04
19087,86124,Transfer,-763.93,2023-03-02
19088,12025,Withdrawal,619.84,2023-03-26
19089,27622,Withdrawal,219.29,2023-03-04
19090,12727,Withdrawal,355.0,2023-03-01
19091,84393,Deposit,-171.34,2023-03-25
19092,24687,Transfer,-910.76,2023-03-18
19093,97561,Transfer,-836.06,2023-03-26
19094,79513,Withdrawal,379.54,2023-03-31
19095,78635,Transfer,581.27,2023-03-03
19096,27818,Transfer,533.53,2023-03-18
19097,31857,Withdrawal,-235.81,2023-03-14
19098,23196,Withdrawal,-24.67,2023-03-10
19099,75395,Deposit,-528.18,2023-03-14
19100,4491,Transfer,-294.48,2023-03-14
19101,1036,Withdrawal,-405.83,2023-03-15
19102,62531,Withdrawal,282.45,2023-03-14
19103,85557,Transfer,701.8,2023-03-14
19104,52160,Withdrawal,-237.23,2023-03-15
19105,93347,Deposit,-928.78,2023-03-25
19106,59030,Withdrawal,395.32,2023-03-23
19107,28244,Withdrawal,-305.21,2023-03-28
19108,99820,Transfer,457.95,2023-03-15
19109,61242,Deposit,563.79,2023-03-29
19110,25852,Deposit,72.89,2023-03-09
19111,82342,Deposit,843.19,2023-03-24
19112,83730,Deposit,921.97,2023-03-28
19113,17114,Deposit,-956.29,2023-03-28
19114,49233,Transfer,-721.09,2023-03-12
19115,28127,Transfer,123.68,2023-03-15
19116,6998,Transfer,443.9,2023-03-11
19117,40417,Withdrawal,999.71,2023-03-11
19118,11254,Deposit,-22.35,2023-03-25
19119,77378,Deposit,-515.23,2023-03-13
19120,89187,Transfer,-550.54,2023-03-08
19121,90443,Withdrawal,-737.19,2023-03-27
19122,70166,Deposit,31.22,2023-03-26
19123,9342,Withdrawal,-833.19,2023-03-20
19124,16925,Deposit,316.52,2023-03-03
19125,89097,Transfer,-911.21,2023-03-23
19126,54011,Deposit,534.55,2023-03-18
19127,44413,Deposit,150.78,2023-03-02
19128,79122,Transfer,-57.03,2023-03-09
19129,1071,Transfer,374.31,2023-03-11
19130,9467,Transfer,168.85,2023-03-31
19131,10913,Deposit,-929.68,2023-03-13
19132,51037,Deposit,956.67,2023-03-28
19133,91463,Withdrawal,971.86,2023-03-19
19134,85182,Withdrawal,-29.75,2023-03-21
19135,36248,Withdrawal,-161.28,2023-03-24
19136,84870,Withdrawal,188.57,2023-03-23
19137,56037,Deposit,-843.76,2023-03-10
19138,24786,Deposit,228.3,2023-03-02
19139,78619,Transfer,-918.44,2023-03-02
19140,52040,Deposit,548.57,2023-03-06
19141,61662,Transfer,495.76,2023-03-19
19142,52107,Transfer,-737.5,2023-03-03
19143,43076,Deposit,202.81,2023-03-30
19144,58306,Transfer,668.25,2023-03-24
19145,79512,Withdrawal,-715.67,2023-03-22
19146,14631,Deposit,306.21,2023-03-14
19147,19641,Deposit,-351.06,2023-03-15
19148,20720,Withdrawal,490.58,2023-03-07
19149,4262,Deposit,118.04,2023-03-20
19150,88011,Deposit,-733.65,2023-03-04
19151,70513,Withdrawal,-113.68,2023-03-23
19152,18657,Transfer,-557.85,2023-03-06
19153,33888,Deposit,244.12,2023-03-20
19154,93622,Transfer,-328.05,2023-03-17
19155,49140,Transfer,284.87,2023-03-01
19156,8853,Transfer,54.98,2023-03-23
19157,34603,Withdrawal,569.74,2023-03-28
19158,33887,Deposit,296.43,2023-03-14
19159,89676,Withdrawal,258.19,2023-03-10
19160,59995,Withdrawal,345.02,2023-03-31
19161,24515,Withdrawal,295.3,2023-03-29
19162,86100,Withdrawal,691.92,2023-03-02
19163,86463,Transfer,264.76,2023-03-24
